miRNA,SRR1273998,SRR1273999,SRR1274000,SRR1274001
Hsa-Mir-455_5p chr9 segs:1-30 cds:+:114209447-114209476,0.0,0.0,0.0,0.0
Hsa-Mir-459_3p* chr21 segs:1-31 cds:+:35720767-35720797,0.0,0.0,0.0,0.0
Hsa-Mir-459_5p,0.0,0.0,10.0,0.0
Hsa-Mir-459_5p chr21 segs:1-32 cds:+:35720729-35720760,0.0,0.0,0.0,0.0
Hsa-Mir-4637_3p chr5 segs:1-30 cds:-:14825926-14825955,0.0,0.0,0.0,0.0
Hsa-Mir-4637_5p* chr5 segs:1-30 cds:-:14825980-14826009,0.0,0.0,0.0,0.0
Hsa-Mir-4661_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-4661_3p* chr8 segs:1-30 cds:+:91205529-91205558,0.0,0.0,0.0,0.0
Hsa-Mir-4661_3p*.SNPA chr8 segs:1-30 cds:+:91205529-91205558,0.0,0.0,0.0,0.0
Hsa-Mir-4661_3p*.SNPC chr8 segs:1-30 cds:+:91205529-91205558,0.0,0.0,0.0,0.0
Hsa-Mir-4661_5p,0.0,0.0,0.0,0.0
Hsa-Mir-4661_5p chr8 segs:1-30 cds:+:91205492-91205521,0.0,0.0,0.0,0.0
Hsa-Mir-4662_3p*,6.0,10.0,0.0,0.0
Hsa-Mir-4662_3p* chr8 segs:1-30 cds:+:124822025-124822054,0.0,0.0,0.0,0.0
Hsa-Mir-4662_5p,158.0,240.0,87.0,60.0
Hsa-Mir-4662_5p chr8 segs:1-30 cds:+:124821988-124822017,0.0,0.0,0.0,0.0
Hsa-Mir-4662_5p.SNPA chr8 segs:1-30 cds:+:124821988-124822017,0.0,0.0,0.0,0.0
Hsa-Mir-4662_5p.SNPC chr8 segs:1-30 cds:+:124821988-124822017,0.0,0.0,0.0,0.0
Hsa-Mir-4664_3p chr8 segs:1-30 cds:-:143733083-143733112,0.0,0.0,0.0,0.0
Hsa-Mir-4664_5p chr8 segs:1-30 cds:-:143733117-143733146,0.0,0.0,0.0,0.0
Hsa-Mir-4677_3p,80.0,60.0,59.0,33.0
Hsa-Mir-4677_3p chr1 segs:1-30 cds:+:243346223-243346252,0.0,0.0,0.0,0.0
Hsa-Mir-4677_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-4677_5p* chr1 segs:1-30 cds:+:243346186-243346215,0.0,0.0,0.0,0.0
Hsa-Mir-4731_3p chr17 segs:1-30 cds:-:15251628-15251657,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p chr17 segs:1-30 cds:-:15251660-15251689,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p.SNPA chr17 segs:1-30 cds:-:15251660-15251689,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p.SNPB chr17 segs:1-30 cds:-:15251660-15251689,0.0,0.0,0.0,0.0
Hsa-Mir-4731_5p.SNPC chr17 segs:1-30 cds:-:15251660-15251689,0.0,0.0,0.0,0.0
Hsa-Mir-4766_3p chr22 segs:1-30 cds:-:40813886-40813915,0.0,0.0,0.0,0.0
Hsa-Mir-4766_5p chr22 segs:1-30 cds:-:40813920-40813949,0.0,0.0,0.0,0.0
Hsa-Mir-483_3p*,413.0,423.0,307.0,226.0
Hsa-Mir-483_3p* chr11 segs:1-30 cds:-:2134134-2134163,0.0,0.0,0.0,0.0
Hsa-Mir-483_5p,122.0,240.0,115.0,85.0
Hsa-Mir-483_5p chr11 segs:1-30 cds:-:2134175-2134204,0.0,0.0,0.0,0.0
Hsa-Mir-486_3p*,13.0,40.0,9.0,11.0
Hsa-Mir-486_3p* chr8 segs:1-30 cds:-:41660436-41660465,0.0,0.0,0.0,0.0
Hsa-Mir-486_5p,20451.0,96658.0,28228.0,15358.0
Hsa-Mir-486_5p chr8 segs:1-30 cds:-:41660478-41660507,0.0,0.0,0.0,0.0
Hsa-Mir-488_3p,0.0,0.0,0.0,0.0
Hsa-Mir-488_3p chr1 segs:1-29 cds:-:177029368-177029396,0.0,0.0,0.0,0.0
Hsa-Mir-488_3p.SNPA chr1 segs:1-29 cds:-:177029368-177029396,0.0,0.0,0.0,0.0
Hsa-Mir-488_3p.SNPB chr1 segs:1-29 cds:-:177029368-177029396,0.0,0.0,0.0,0.0
Hsa-Mir-488_3p.SNPC chr1 segs:1-29 cds:-:177029368-177029396,0.0,0.0,0.0,0.0
Hsa-Mir-488_5p,0.0,0.0,0.0,0.0
Hsa-Mir-488_5p chr1 segs:1-31 cds:-:177029404-177029434,0.0,0.0,0.0,0.0
Hsa-Mir-489-v1_3p chr7 segs:1-30 cds:-:93483941-93483970,0.0,0.0,0.0,0.0
Hsa-Mir-489-v1_5p* chr7 segs:1-30 cds:-:93483979-93484008,0.0,0.0,0.0,0.0
Hsa-Mir-489-v2_3p chr7 segs:1-30 cds:-:93483940-93483969,0.0,0.0,0.0,0.0
Hsa-Mir-489-v2_5p* chr7 segs:1-30 cds:-:93483980-93484009,0.0,0.0,0.0,0.0
Hsa-Mir-489_3p,5.0,5.0,3.0,3.0
Hsa-Mir-489_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-490_3p,71.0,80.0,54.0,58.0
Hsa-Mir-490_3p chr7 segs:1-31 cds:+:136903240-136903270,0.0,0.0,0.0,0.0
Hsa-Mir-490_5p*,0.0,3.0,0.0,0.0
Hsa-Mir-490_5p* chr7 segs:1-28 cds:+:136903203-136903230,0.0,0.0,0.0,0.0
Hsa-Mir-491_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-491_3p* chr9 segs:1-30 cds:+:20716152-20716181,0.0,0.0,0.0,0.0
Hsa-Mir-491_5p,4.0,0.0,0.0,0.0
Hsa-Mir-491_5p chr9 segs:1-31 cds:+:20716118-20716148,0.0,0.0,0.0,0.0
Hsa-Mir-493_3p*,47.0,29.0,30.0,28.0
Hsa-Mir-493_3p* chr14 segs:1-29 cds:+:100869114-100869142,0.0,0.0,0.0,0.0
Hsa-Mir-493_5p,71.0,52.0,67.0,34.0
Hsa-Mir-493_5p chr14 segs:1-30 cds:+:100869073-100869102,0.0,0.0,0.0,0.0
Hsa-Mir-498_3p* chr19 segs:1-32 cds:+:53674264-53674295,0.0,0.0,0.0,0.0
Hsa-Mir-498_5p chr19 segs:1-31 cds:+:53674228-53674258,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p* chr20 segs:1-30 cds:+:34990443-34990472,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*.SNPA chr20 segs:1-30 cds:+:34990443-34990472,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*.SNPB chr20 segs:1-30 cds:+:34990443-34990472,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*.SNPC chr20 segs:1-30 cds:+:34990443-34990472,0.0,0.0,0.0,0.0
Hsa-Mir-499_3p*.SNPD chr20 segs:1-30 cds:+:34990443-34990472,0.0,0.0,0.0,0.0
Hsa-Mir-499_5p,30.0,37.0,16.0,18.0
Hsa-Mir-499_5p chr20 segs:1-30 cds:+:34990406-34990435,0.0,0.0,0.0,0.0
Hsa-Mir-5000_3p,7.0,0.0,17.0,0.0
Hsa-Mir-5000_3p chr2 segs:1-30 cds:+:75090871-75090900,0.0,0.0,0.0,0.0
Hsa-Mir-5000_5p* chr2 segs:1-31 cds:+:75090832-75090862,0.0,0.0,0.0,0.0
Hsa-Mir-5010_3p,0.0,4.0,0.0,0.0
Hsa-Mir-5010_3p chr17 segs:1-30 cds:+:42514265-42514294,0.0,0.0,0.0,0.0
Hsa-Mir-5010_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-5010_5p* chr17 segs:1-30 cds:+:42514206-42514235,0.0,0.0,0.0,0.0
Hsa-Mir-504-v1_3p* chrX segs:1-30 cds:-:138667717-138667746,0.0,0.0,0.0,0.0
Hsa-Mir-504-v1_5p chrX segs:1-30 cds:-:138667754-138667783,0.0,0.0,0.0,0.0
Hsa-Mir-504-v2_3p* chrX segs:1-29 cds:-:138667718-138667746,0.0,0.0,0.0,0.0
Hsa-Mir-504-v2_5p chrX segs:1-29 cds:-:138667754-138667782,0.0,0.0,0.0,0.0
Hsa-Mir-504_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-504_5p,14.0,6.0,6.0,0.0
Hsa-Mir-505-v1_3p* chrX segs:1-31 cds:-:139924153-139924183,0.0,0.0,0.0,0.0
Hsa-Mir-505-v1_5p chrX segs:1-31 cds:-:139924189-139924219,0.0,0.0,0.0,0.0
Hsa-Mir-505-v2_3p* chrX segs:1-30 cds:-:139924153-139924182,0.0,0.0,0.0,0.0
Hsa-Mir-505-v2_5p chrX segs:1-30 cds:-:139924190-139924219,0.0,0.0,0.0,0.0
Hsa-Mir-505_3p*,498.0,357.0,202.0,126.0
Hsa-Mir-505_5p,11.0,27.0,5.0,9.0
Hsa-Mir-506-P10_3p* chrX segs:1-30 cds:-:145994279-145994308,0.0,0.0,0.0,0.0
Hsa-Mir-506-P10_5p chrX segs:1-30 cds:-:145994314-145994343,0.0,0.0,0.0,0.0
Hsa-Mir-506-P11_3p chrX segs:1-30 cds:-:145996672-145996701,0.0,0.0,0.0,0.0
Hsa-Mir-506-P11_5p* chrX segs:1-30 cds:-:145996707-145996736,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_3p chrX segs:1-30 cds:-:145997202-145997231,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_5p* chrX segs:1-30 cds:-:145997237-145997266,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_5p*.SNPA chrX segs:1-30 cds:-:145997237-145997266,0.0,0.0,0.0,0.0
Hsa-Mir-506-P12_5p*.SNPC chrX segs:1-30 cds:-:145997237-145997266,0.0,0.0,0.0,0.0
Hsa-Mir-506-P13_3p chrX segs:1-30 cds:-:145992754-145992783,0.0,0.0,0.0,0.0
Hsa-Mir-506-P13_5p chrX segs:1-30 cds:-:145992789-145992818,0.0,0.0,0.0,0.0
Hsa-Mir-506-P1_3p chrX segs:1-30 cds:-:147230747-147230776,0.0,0.0,0.0,0.0
Hsa-Mir-506-P1_5p chrX segs:1-30 cds:-:147230782-147230811,0.0,0.0,0.0,0.0
Hsa-Mir-506-P2_3p chrX segs:1-29 cds:-:147230996-147231024,0.0,0.0,0.0,0.0
Hsa-Mir-506-P2_5p* chrX segs:1-29 cds:-:147231033-147231061,0.0,0.0,0.0,0.0
Hsa-Mir-506-P3_3p,0.0,0.0,0.0,6.0
Hsa-Mir-506-P3_3p chrX segs:1-31 cds:-:147236939-147236969,0.0,0.0,0.0,0.0
Hsa-Mir-506-P3_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P3_5p* chrX segs:1-31 cds:-:147236974-147237004,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a1_3p chrX segs:1-31 cds:-:147260543-147260573,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a1_3p/P4a2_3p/P4b_3p,0.0,0.0,4.0,2.0
Hsa-Mir-506-P4a1_5p* chrX segs:1-31 cds:-:147260578-147260608,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a1_5p*/P4a2_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a2_3p chrX segs:1-31 cds:-:147258768-147258798,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4a2_5p* chrX segs:1-31 cds:-:147258803-147258833,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4b_3p chrX segs:1-31 cds:-:147259655-147259685,0.0,0.0,0.0,0.0
Hsa-Mir-506-P4b_5p* chrX segs:1-30 cds:-:147259690-147259719,0.0,0.0,0.0,0.0
Hsa-Mir-506-P5_3p* chrX segs:1-31 cds:-:147272336-147272366,0.0,0.0,0.0,0.0
Hsa-Mir-506-P5_5p chrX segs:1-31 cds:-:147272371-147272401,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_3p* chrX segs:1-31 cds:-:147225854-147225884,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_3p*/P6a2_3p*/P6c_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_5p chrX segs:1-31 cds:-:147225889-147225919,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a1_5p/P6a2_5p,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a2_3p* chrX segs:1-31 cds:-:147213492-147213522,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6a2_5p chrX segs:1-31 cds:-:147213527-147213557,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6b_3p* chrX segs:1-31 cds:-:147199051-147199081,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6b_5p chrX segs:1-30 cds:-:147199087-147199116,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6c_3p* chrX segs:1-31 cds:-:147189711-147189741,0.0,0.0,0.0,0.0
Hsa-Mir-506-P6c_5p chrX segs:1-31 cds:-:147189746-147189776,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_3p chrX segs:1-29 cds:-:147279260-147279288,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_3p/P7b_3p/P7c_3p,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_5p* chrX segs:1-29 cds:-:147279297-147279325,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7a_5p*/P7b_5p*/P7c_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7b_3p chrX segs:1-29 cds:-:147284649-147284677,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7b_5p* chrX segs:1-29 cds:-:147284686-147284714,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7c_3p chrX segs:1-29 cds:-:147281951-147281979,0.0,0.0,0.0,0.0
Hsa-Mir-506-P7c_5p* chrX segs:1-29 cds:-:147281988-147282016,0.0,0.0,0.0,0.0
Hsa-Mir-506-P8_3p* chrX segs:1-29 cds:-:147250155-147250183,0.0,0.0,0.0,0.0
Hsa-Mir-506-P8_5p chrX segs:1-30 cds:-:147250191-147250220,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_3p* chrX segs:1-30 cds:-:145994788-145994817,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_3p*.SNPA chrX segs:1-30 cds:-:145994788-145994817,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_3p*.SNPC chrX segs:1-30 cds:-:145994788-145994817,0.0,0.0,0.0,0.0
Hsa-Mir-506-P9_5p chrX segs:1-30 cds:-:145994823-145994852,0.0,0.0,0.0,0.0
Hsa-Mir-511_3p,24.0,13.0,19.0,7.0
Hsa-Mir-511_3p chr10 segs:1-30 cds:+:17845158-17845187,0.0,0.0,0.0,0.0
Hsa-Mir-511_5p,83.0,34.0,32.0,34.0
Hsa-Mir-511_5p chr10 segs:1-30 cds:+:17845119-17845148,0.0,0.0,0.0,0.0
Hsa-Mir-541_3p* chr14 segs:1-30 cds:+:101064546-101064575,0.0,0.0,0.0,0.0
Hsa-Mir-541_5p chr14 segs:1-33 cds:+:101064502-101064534,0.0,0.0,0.0,0.0
Hsa-Mir-542-v1_3p chrX segs:1-30 cds:-:134541358-134541387,0.0,0.0,0.0,0.0
Hsa-Mir-542-v1_5p* chrX segs:1-30 cds:-:134541395-134541424,0.0,0.0,0.0,0.0
Hsa-Mir-542-v2_3p chrX segs:1-30 cds:-:134541359-134541388,0.0,0.0,0.0,0.0
Hsa-Mir-542-v2_5p* chrX segs:1-30 cds:-:134541394-134541423,0.0,0.0,0.0,0.0
Hsa-Mir-542_3p,351.0,281.0,285.0,133.0
Hsa-Mir-542_5p*,27.0,29.0,11.0,9.0
Hsa-Mir-544_3p* chr14 segs:1-29 cds:+:101048710-101048738,0.0,0.0,0.0,0.0
Hsa-Mir-544_5p,0.0,2.0,0.0,0.0
Hsa-Mir-544_5p chr14 segs:1-29 cds:+:101048674-101048702,0.0,0.0,0.0,0.0
Hsa-Mir-550-P1_3p chr7 segs:1-31 cds:+:30289852-30289882,0.0,0.0,0.0,0.0
Hsa-Mir-550-P1_3p/P2_3p/P3_3p,14.0,30.0,5.0,6.0
Hsa-Mir-550-P1_5p* chr7 segs:1-31 cds:+:30289813-30289843,0.0,0.0,0.0,0.0
Hsa-Mir-550-P1_5p*/P2_5p*/P3_5p*,5.0,10.0,7.0,4.0
Hsa-Mir-550-P2_3p chr7 segs:1-31 cds:+:32733039-32733069,0.0,0.0,0.0,0.0
Hsa-Mir-550-P2_5p* chr7 segs:1-31 cds:+:32733000-32733030,0.0,0.0,0.0,0.0
Hsa-Mir-550-P3_3p chr7 segs:1-31 cds:-:29680741-29680771,0.0,0.0,0.0,0.0
Hsa-Mir-550-P3_5p* chr7 segs:1-31 cds:-:29680780-29680810,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_3p chr1 segs:1-29 cds:-:3560704-3560732,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_5p* chr1 segs:1-31 cds:-:3560741-3560771,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_5p*.SNPA chr1 segs:1-31 cds:-:3560741-3560771,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_5p*.SNPB chr1 segs:1-31 cds:-:3560741-3560771,0.0,0.0,0.0,0.0
Hsa-Mir-551-P1_5p*.SNPC chr1 segs:1-31 cds:-:3560741-3560771,0.0,0.0,0.0,0.0
Hsa-Mir-551-P2_3p,0.0,0.0,0.0,0.0
Hsa-Mir-551-P2_3p chr3 segs:1-29 cds:+:168551912-168551940,0.0,0.0,0.0,0.0
Hsa-Mir-551-P2_5p* chr3 segs:1-31 cds:+:168551873-168551903,0.0,0.0,0.0,0.0
Hsa-Mir-552_3p,3.0,0.0,16.0,0.0
Hsa-Mir-552_3p chr1 segs:1-30 cds:-:34669607-34669636,0.0,0.0,0.0,0.0
Hsa-Mir-552_5p*,0.0,0.0,7.0,0.0
Hsa-Mir-552_5p* chr1 segs:1-30 cds:-:34669644-34669673,0.0,0.0,0.0,0.0
Hsa-Mir-556_3p,9.0,14.0,7.0,3.0
Hsa-Mir-556_3p chr1 segs:1-29 cds:+:162342598-162342626,0.0,0.0,0.0,0.0
Hsa-Mir-556_5p,10.0,16.0,0.0,11.0
Hsa-Mir-556_5p chr1 segs:1-29 cds:+:162342559-162342587,0.0,0.0,0.0,0.0
Hsa-Mir-5579_3p chr11 segs:1-30 cds:-:79422163-79422192,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p* chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*.SNPA chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0
Hsa-Mir-5579_5p*.SNPC chr11 segs:1-30 cds:-:79422199-79422228,0.0,0.0,0.0,0.0
Hsa-Mir-5581_3p,0.0,0.0,0.0,2.0
Hsa-Mir-5581_3p chr1 segs:1-30 cds:-:37500929-37500958,0.0,0.0,0.0,0.0
Hsa-Mir-5581_5p* chr1 segs:1-30 cds:-:37500966-37500995,0.0,0.0,0.0,0.0
Hsa-Mir-5586_3p* chr14 segs:1-30 cds:-:59646956-59646985,0.0,0.0,0.0,0.0
Hsa-Mir-5586_5p chr14 segs:1-30 cds:-:59646994-59647023,0.0,0.0,0.0,0.0
Hsa-Mir-561_3p* chr2 segs:1-30 cds:+:188297550-188297579,0.0,0.0,0.0,0.0
Hsa-Mir-561_5p,12.0,6.0,8.0,3.0
Hsa-Mir-561_5p chr2 segs:1-30 cds:+:188297515-188297544,0.0,0.0,0.0,0.0
Hsa-Mir-5683_3p* chr6 segs:1-29 cds:+:6169380-6169408,0.0,0.0,0.0,0.0
Hsa-Mir-5683_5p,3.0,4.0,13.0,10.0
Hsa-Mir-5683_5p chr6 segs:1-32 cds:+:6169341-6169372,0.0,0.0,0.0,0.0
Hsa-Mir-5687_3p chr5 segs:1-30 cds:-:55508853-55508882,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p,0.0,0.0,0.0,0.0
Hsa-Mir-5687_5p chr5 segs:1-30 cds:-:55508889-55508918,0.0,0.0,0.0,0.0
Hsa-Mir-574_3p,2427.0,2150.0,1149.0,1119.0
Hsa-Mir-574_3p chr4 segs:1-30 cds:+:38868090-38868119,0.0,0.0,0.0,0.0
Hsa-Mir-574_5p*,227.0,278.0,81.0,85.0
Hsa-Mir-574_5p* chr4 segs:1-32 cds:+:38868054-38868085,0.0,0.0,0.0,0.0
Hsa-Mir-576_3p*,37.0,28.0,14.0,7.0
Hsa-Mir-576_3p* chr4 segs:1-31 cds:+:109488750-109488780,0.0,0.0,0.0,0.0
Hsa-Mir-576_5p,159.0,75.0,88.0,53.0
Hsa-Mir-576_5p chr4 segs:1-31 cds:+:109488711-109488741,0.0,0.0,0.0,0.0
Hsa-Mir-577_3p* chr4 segs:1-30 cds:+:114656808-114656837,0.0,0.0,0.0,0.0
Hsa-Mir-577_5p,0.0,4.0,8.0,0.0
Hsa-Mir-577_5p chr4 segs:1-30 cds:+:114656771-114656800,0.0,0.0,0.0,0.0
Hsa-Mir-579_3p*,0.0,6.0,0.0,3.0
Hsa-Mir-579_3p* chr5 segs:1-31 cds:-:32394386-32394416,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p,0.0,0.0,0.0,0.0
Hsa-Mir-579_5p chr5 segs:1-31 cds:-:32394423-32394453,0.0,0.0,0.0,0.0
Hsa-Mir-580_3p,15.0,17.0,12.0,0.0
Hsa-Mir-580_3p chr5 segs:1-30 cds:-:36147901-36147930,0.0,0.0,0.0,0.0
Hsa-Mir-580_5p* chr5 segs:1-30 cds:-:36147940-36147969,0.0,0.0,0.0,0.0
Hsa-Mir-582_3p,173.0,142.0,96.0,69.0
Hsa-Mir-582_3p chr5 segs:1-31 cds:-:59703623-59703653,0.0,0.0,0.0,0.0
Hsa-Mir-582_5p*,52.0,70.0,34.0,26.0
Hsa-Mir-582_5p* chr5 segs:1-31 cds:-:59703660-59703690,0.0,0.0,0.0,0.0
Hsa-Mir-584_3p* chr5 segs:1-29 cds:-:149062327-149062355,0.0,0.0,0.0,0.0
Hsa-Mir-584_5p,68.0,78.0,44.0,32.0
Hsa-Mir-584_5p chr5 segs:1-29 cds:-:149062368-149062396,0.0,0.0,0.0,0.0
Hsa-Mir-585_3p,0.0,0.0,0.0,0.0
Hsa-Mir-585_3p chr5 segs:1-30 cds:-:169263607-169263636,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p* chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPA chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0
Hsa-Mir-585_5p*.SNPC chr5 segs:1-30 cds:-:169263643-169263672,0.0,0.0,0.0,0.0
Hsa-Mir-589_3p*,20.0,7.0,11.0,7.0
Hsa-Mir-589_3p* chr7 segs:1-32 cds:-:5495828-5495859,0.0,0.0,0.0,0.0
Hsa-Mir-589_5p,144.0,177.0,90.0,85.0
Hsa-Mir-589_5p chr7 segs:1-31 cds:-:5495866-5495896,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p,123.0,116.0,98.0,40.0
Hsa-Mir-590_3p chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPA chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0
Hsa-Mir-590_3p.SNPC chr7 segs:1-29 cds:+:74191251-74191279,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*,6.0,6.0,4.0,3.0
Hsa-Mir-590_5p* chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPA chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0
Hsa-Mir-590_5p*.SNPC chr7 segs:1-30 cds:+:74191211-74191240,0.0,0.0,0.0,0.0
Hsa-Mir-592_3p* chr7 segs:1-30 cds:-:127058103-127058132,0.0,0.0,0.0,0.0
Hsa-Mir-592_5p,19.0,3.0,9.0,15.0
Hsa-Mir-592_5p chr7 segs:1-30 cds:-:127058142-127058171,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p,0.0,0.0,0.0,0.0
Hsa-Mir-597_3p chr8 segs:1-30 cds:+:9741725-9741754,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*,0.0,0.0,4.0,0.0
Hsa-Mir-597_5p* chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPA chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0
Hsa-Mir-597_5p*.SNPC chr8 segs:1-30 cds:+:9741685-9741714,0.0,0.0,0.0,0.0
Hsa-Mir-598_3p,55.0,55.0,74.0,29.0
Hsa-Mir-598_3p chr8 segs:1-30 cds:-:11035215-11035244,0.0,0.0,0.0,0.0
Hsa-Mir-598_5p* chr8 segs:1-31 cds:-:11035251-11035281,0.0,0.0,0.0,0.0
Hsa-Mir-599_3p* chr8 segs:1-29 cds:-:99536643-99536671,0.0,0.0,0.0,0.0
Hsa-Mir-599_5p chr8 segs:1-30 cds:-:99536680-99536709,0.0,0.0,0.0,0.0
Hsa-Mir-605-v1_3p chr10 segs:1-30 cds:+:51299621-51299650,0.0,0.0,0.0,0.0
Hsa-Mir-605-v1_5p* chr10 segs:1-30 cds:+:51299586-51299615,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_3p chr10 segs:1-30 cds:+:51299622-51299651,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p* chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p*.SNPA chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0
Hsa-Mir-605-v2_5p*.SNPC chr10 segs:1-30 cds:+:51299585-51299614,0.0,0.0,0.0,0.0
Hsa-Mir-605_3p,0.0,0.0,0.0,0.0
Hsa-Mir-605_5p*,3.0,0.0,0.0,0.0
Hsa-Mir-615_3p,0.0,0.0,0.0,0.0
Hsa-Mir-615_3p chr12 segs:1-29 cds:+:54034008-54034036,0.0,0.0,0.0,0.0
Hsa-Mir-615_5p* chr12 segs:1-30 cds:+:54033965-54033994,0.0,0.0,0.0,0.0
Hsa-Mir-616_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-616_3p* chr12 segs:1-31 cds:-:57519177-57519207,0.0,0.0,0.0,0.0
Hsa-Mir-616_5p,39.0,17.0,17.0,24.0
Hsa-Mir-616_5p chr12 segs:1-32 cds:-:57519215-57519246,0.0,0.0,0.0,0.0
Hsa-Mir-624_3p*,0.0,0.0,0.0,0.0
Hsa-Mir-624_3p* chr14 segs:1-30 cds:-:31014664-31014693,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p,11.0,11.0,8.0,0.0
Hsa-Mir-624_5p chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPA chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPB chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPC chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0
Hsa-Mir-624_5p.SNPD chr14 segs:1-30 cds:-:31014700-31014729,0.0,0.0,0.0,0.0
